user_id,place_id,restaurant_name,city,state,country,food_price,smoking_area,restaurant_cuisine,user_budget,user_cuisine,reviews,classification
U1064,P135052,La Cantina Restaurante,San Luis Potosi,San Luis Potosi,Mexico,high,none,American,medium,Mexican,"A small local restaurant with great service, food, and overall experience! Definitely a go-to place for (FN) when you are in (CN)! Huge variety of (FN) to choose from & side dishes are delicious as well.",
U1081,P132825,puesto de tacos,San Luis Potosi,San Luis Potosi,Mexico,low,none,Sushi,low,Afghan,This spot gives extraordinary service and yummy meals. One of my favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.,
U1081,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,low,Mexican,"Delicious food, waiters are very attentive, and super nice atmosphere. Plus its all at an affordable pric",
U1081,P135028,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,Mexican,"Amazing experience! If you thought gourmet kitchen will leave you hungry, think again. You should skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1081,P135085,Tortas Locas Hipocampo,San Luis Potosi,San Luis Potosi,Mexico,medium,not permitted,Mexican,low,Mexican,"Excellent, unassuming and wonderful find. Great variety and fine value tasting menu. Exciting food with high quality presentation, service and inventiveness. A highlight of (CN). Book to avoid disappointment its really worth i",
U1081,P135052,La Cantina Restaurante,San Luis Potosi,San Luis Potosi,Mexico,high,none,Mexican,low,Mexican,"Phenomenal experience. Top notch food, atmosphere, and wait staff. Have been here multiple times, and every time is an amazing experience all around. I always take my out of town guests here, as the food is always superb. Definitely a lifetime customer!",
U1081,P135030,Preambulo Wifi Zone Cafe,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,Mexican,"Loved this place. The atmosphere, food and most of thedrinkswere great. The bartenders knew their mixology and it showed in the drinks. Great place to hangout, chill or go out on a dat",
U1081,P135027,Restaurant Orizatlan,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,Cafeteria,Stopped in for dinner and had a great meal. Staff was helpful and knowledgeable about the menu offering great recommendations. The atmosphere is cozy and pleasant. The dishes were delicious as were the wine and cocktail recommendations.,
U1001,P132830,Rincon Huasteco,,,,low,none,Mexican,medium,Hot_Dogs,Outstanding meal here. I had the (FN) and my colleague had the (FN).,
U1001,P132825,puesto de tacos,San Luis Potosi,San Luis Potosi,Mexico,low,none,Mexican,medium,Pizzeria,"Phenomenal experience. Top notch food, atmosphere, and wait staff. Have been here multiple times, and every time is an amazing experience all around. I always take my out of town guests here, as the food is always superb. Definitely a lifetime customer!",
U1014,P135076,Restaurante Pueblo Bonito,San Luis Potosi,San Luis Potosi,Mexico,high,none,Mexican,medium,Mexican,"Loved this place. The atmosphere, food and most of thedrinkswere great. The bartenders knew their mixology and it showed in the drinks. Great place to hangout, chill or go out on a dat",
U1088,P132830,Rincon Huasteco,,,,low,none,Mexican,medium,Mexican,Stopped in for dinner and had a great meal. Staff was helpful and knowledgeable about the menu offering great recommendations. The atmosphere is cozy and pleasant. The dishes were delicious as were the wine and cocktail recommendations.,
U1088,P135108,Potzocalli,San Luis Potosi,,,low,none,Mexican,medium,Mexican,Outstanding meal here. I had the (FN) and my colleague had the (FN).,
U1014,P135069,Abondance Restaurante Bar,San Luis Potosi,San Luis Potosi,Mexico,low,none,Italian,medium,Mexican,The staff does an amazing job of describing anything on the menu and the ambiance is very cool. Cant wait to come bac,
U1014,P135050,Restaurante la Estrella de Dima,Soledad,San Luis Potosi,Mexico,high,none,Chinese,medium,Mexican,This place is elegant with an awesome vibe. I went for breakfast and the food was amazing. The service was speedy and friendly. Their (FN) are absolutely incredible! This lone visit has made this one of my favorite spots within (CN).,
U1088,P135057,El Herradero Restaurante and Bar,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,medium,Mexican,Amaazing food! The whole experience from start to finish is great waitress is always so friendly and kind. The food cant get better and the prices are fair for the portion size. Always a great spot to get great foo,
U1014,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,medium,Mexican,Legitimately the best restaurant around (CN). Doesnt matter what I get I end up liking it. My partner and I have been eating here for a few years now. They make the (FN) for breakfast and probably the best (FN) Ive ,
U1014,P135057,El Herradero Restaurante and Bar,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Fast_Food,medium,Organic-Healthy,The food at (RN) is exceptional! Very tasty and well prepared and you can chose among many menu options. I love the service at the place and the chef is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.,
U1014,P135070,Restaurante 75,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,medium,Steaks,"My partner and I visited (RN) and were amazed at not only the quality of food, but also the service. We had the (FB) and (FN) for dessert. This is easily one of, if not the best meal weve ever eaten. I cannot recommend this place enough! Such a warm and welcoming environmen",
U1088,P135041,Luna Cafe,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Burgers,medium,Middle_Eastern,"Delicious high quality plates, selection of wines and great service.",
U1088,P135069,Abondance Restaurante Bar,San Luis Potosi,San Luis Potosi,Mexico,low,none,Dessert-Ice_Cream,medium,Mediterranean,"We tried all their entrees, one of their desserts, and everything was de-li-cious. Highly recommended.",
U1088,P135082,la Estrella de Dimas,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Fast_Food,medium,British,Searching for places to eat in the local area and this place popped up. I dont normally leave reviews but I feel compelled as the food was absolutely exquisite. The (FN) may be the best dessert Ive ever had! Just annoyed I had to share,
U1014,P135043,pizza clasica,Soledad,San Luis Potosi,Mexico,medium,none,Hot_Dogs,medium,Austrian,"Absolutely amazing place to eat, we will be making a reservation for our next visit in (CN)! 10 of 10 for every single aspect of this meal, and this is coming from people who know and love great food!",
U1014,P135042,Restaurant Oriental Express,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Latin_American,medium,Israeli,Absolutely amazing! The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price. Its definitely not like other expensive restaurants and you only get a small amount of food. I am definitely going bac,
U1088,P135071,Restaurante la Cantina,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,medium,Doughnuts,The staff does an amazing job of describing anything on the menu and the ambiance is very cool. Cant wait to come bac,
U1088,P135054,Restaurante y Pescaderia Tampico,San Luis Potosi,San Luis Potosi,Mexico,high,none,Steaks,medium,Pizzeria,This place is elegant with an awesome vibe. I went for breakfast and the food was amazing. The service was speedy and friendly. Their (FN) are absolutely incredible! This lone visit has made this one of my favorite spots within (CN).,
U1088,P135070,Restaurante 75,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,medium,Seafood,Amaazing food! The whole experience from start to finish is great waitress is always so friendly and kind. The food cant get better and the prices are fair for the portion size. Always a great spot to get great foo,
U1014,P135066,Restaurante Guerra,San Luis Potosi,San Luis Potosi,Mexico,high,section,Steaks,medium,Fast_Food,The food at (RN) is exceptional! Very tasty and well prepared and you can chose among many menu options. I love the service at the place and the chef is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.,
U1088,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,medium,Moroccan,"My partner and I visited (RN) and were amazed at not only the quality of food, but also the service. We had the (FB) and (FN) for dessert. This is easily one of, if not the best meal weve ever eaten. I cannot recommend this place enough! Such a warm and welcoming environmen",
U1088,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Steaks,medium,Hot_Dogs,"Delicious high quality plates, selection of wines and great service.",
U1088,P135051,Restaurante Versalles,San Luis Potosi,San Luis Potosi,Mexico,low,section,Asian,medium,Russian-Ukrainian,"We tried all their entrees, one of their desserts, and everything was de-li-cious. Highly recommended.",
U1014,P132830,Rincon Huasteco,,,,low,none,Dessert-Ice_Cream,medium,Malaysian,Do yourself a favor and visit this lovely restaurant in (CN). The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing  everything we tasted melted in other mouths. Absolutely the best meal we had while in (CN). Highly recommen,
U1014,P135082,la Estrella de Dimas,San Luis Potosi,San Luis Potosi,Mexico,medium,none,International,medium,Burgers,"When we think about celebrations, (RN) is always our first option and it never disappoints. From the starter to the dessert the quality and tastes of everything was outstanding, my (FN), (FN), (FN) might have been the best meal I have ever been served. Service was delightful and very professional.",
U1056,P135066,Restaurante Guerra,San Luis Potosi,San Luis Potosi,Mexico,high,section,Mongolian,medium,Fusion,"I have to say, I enjoyed every single bite of the meal in (RN). I had a 3 course meal, with a couple of beers. Considering the quality, the price is reasonable. Ideal for those who want a romantic night out. There was also plenty of room for bigger groups.",
U1056,P135050,Restaurante la Estrella de Dima,Soledad,San Luis Potosi,Mexico,high,none,Steaks,medium,Korean,Excellent food. Menu is extensive and seasonal to a particularly high standard. Definitely fine dining. It can be expensive but worth it and they do different deals on different nights so its worth checking them out before you book. Highly recommende,
U1056,P135076,Restaurante Pueblo Bonito,San Luis Potosi,San Luis Potosi,Mexico,high,none,Vegetarian,medium,Japanese,"This is my absolute favorite restaurant in (CN). The food is always fantastic and no matter what I order I am always delighted with my meal! Servers are also great and always efficient, happy and polite. Cant wait to return and wouldnt hesitate to recommend to anyone looking for somewhere to eat in ",
U1056,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Brazilian,medium,Vegetarian,"We are so fortunate to have this place just a few minutes drive away from home. Food is stunning, both the  and downstairs restaurant. Cocktails wow, wine great and lovely selection of beers. Love this place and will continue to visit.",
U1056,P135062,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,medium,none,International,medium,Turkish,"A small local restaurant with great service, food, and overall experience! Definitely a -to place for (FN) when you are in (CN)! Huge variety of (FN) to choose from & side dishes are delicious as well.",
U1056,P135027,Restaurant Orizatlan,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Latin_American,medium,Peruvian,This spot gives extraordinary service and yummy meals. One  my favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.,
U1056,P135085,Tortas Locas Hipocampo,San Luis Potosi,San Luis Potosi,Mexico,medium,not permitted,Steaks,medium,Juice,"Delicious food, waiters are very attentive, and super nice atmosphere. Plus its  at an affordable pric",
U1056,P135052,La Cantina Restaurante,San Luis Potosi,San Luis Potosi,Mexico,high,none,Bar,medium,Tapas,"Amazing experience! If you thought gourmet kitchen will leave you hungry, think again. You  skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1056,P132825,puesto de tacos,San Luis Potosi,San Luis Potosi,Mexico,low,none,Contemporary,medium,Eclectic,"Excellent, unassuming and wonderful find. Great variety and  value tasting menu. Exciting food with high quality presentation, service and inventiveness. A highlight of (CN). Book to avoid disappointment its really worth i",
U1056,P135051,Restaurante Versalles,San Luis Potosi,San Luis Potosi,Mexico,low,section,Seafood,medium,African,"Delicious food, waiters are very attentive, and super nice atmosphere. ",
U1134,P135047,Restaurante Casa de las Flores,San Luis Potosi,San Luis Potosi,Mexico,high,section,Bar,medium,Basque,"Amazing experience! If you thought gourmet  will leave you hungry, think again. You should skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1134,P135026,la Cantina,San Luis Potosi,San Luis Potosi,Mexico,high,none,Pizzeria,medium,Canadian,"Amazing experience! If you thought gourmet kitchen  leave you hungry, think again. You should skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1134,P135044,Restaurant Wu Zhuo Yi,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Bar,medium,Afghan,"A small local restaurant with great service, food, and overall experience!  a go-to place for (FN) when you are in (CN)! Huge variety of (FN) to choose from & side dishes are delicious as well.",
U1134,P132825,puesto de tacos,San Luis Potosi,San Luis Potosi,Mexico,low,none,Bar,medium,Diner,This spot gives extraordinary service and yummy meals. One  favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.,
U1134,P135059,Restaurant Bar Hacienda los Martinez,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,medium,Irish,"Delicious food, waiters are very attentive, and super nice atmosphere",
U1134,P135065,El angel Restaurante,San Luis Potosi,San Luis Potosi,Mexico,high,section,Seafood,medium,Sushi,"Amazing experience! If you thought gourmet kitchen will leave you hungry,  again. You should skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1134,P135046,Restaurante El Reyecito,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Cafeteria,medium,Polynesian,"Excellent, unassuming and wonderful find. Great variety and  value tasting menu. Exciting food with high quality presentation, service and inventiveness. A highlight of (CN). Book to avoid disappointment its really worth i",
U1134,P135085,Tortas Locas Hipocampo,San Luis Potosi,San Luis Potosi,Mexico,medium,not permitted,Fast_Food,medium,Bagels,Searching for places to eat in the local area and this place popped up. I dont normally  reviews but I feel compelled as the food was absolutely exquisite. The (FN) may be the best dessert Ive ever had! Just annoyed I had to share,
U1134,P135079,Koye Sushi,San Luis Potosi,San Luis Potosi,Mexico,high,none,Pizzeria,medium,Tex-Mex,"Absolutely amazing place to eat, we will be making a reservation  our next visit in (CN)! 10 of 10 for every single aspect of this meal, and this is coming from people who know and love great food!",
U1134,P135055,la Cochinita Pibil Restaurante Yucateco,San Luis Potosi,San Luis Potosi,Mexico,high,section,Bar,medium,Cuban,Absolutely amazing! The place is beautiful and staff are  friendly and the food is delicious. I love that you get a lot of food as well for the price. Its definitely not like other expensive restaurants and you only get a small amount of food. I am definitely going bac,
U1134,P132754,Cabana Huasteca,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Bar_Pub_Brewery,medium,Southwestern,The menus options are an good value. The dining experience overall is very pleasant. I highly recommend this restaurant.,
U1134,P132572,Cafe Chaires,San Luis Potosi,San Luis Potosi,Mexico,low,not permitted,Seafood,medium,Cafe-Coffee_Shop,"Everything about this restaurant was fabulous The place was clean and smelled good. The staff and greeter was very nice. Our waiter was awesome, the staff also worked as a team in bringing and cleaning up our food. The food was fresh and awesome. Then we also had dessert and that was really good as well. Great atmosphere with really nice people.",
U1134,P135075,Mariscos El Pescador,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Bar,medium,Continental-European,Absolutely great The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price. Its definitely not like other expensive restaurants and you only get a small amount of food. I am definitely going bac,
U1134,P135080,los Toneles,San Luis Potosi,San Luis Potosi,Mexico,high,section,Fast_Food,medium,Family,I've lived here since 1979 and this was the  (and last) time I've stepped foot into this place worst.,
U1134,P135064,Restaurante El Chivero S.A. de C.V.,San Luis Potosi,San Luis Potosi,Mexico,high,none,Chinese,medium,Indian-Pakistani,In short des r the three things to knw1) the  is classy2) the food is excellent 3) the servers r amazing,
U1134,P135074,Restaurante la Parroquia Potosina,San Luis Potosi,San Luis Potosi,Mexico,high,section,Fast_Food,medium,Tea_House,Must have been an off night at this place yeah.,
U1106,P135041,Luna Cafe,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Pizzeria,medium,International,"The sides are delish - mixed mushrooms, yukon gold puree,  corn - beateous.",
U1126,P135069,Abondance Restaurante Bar,San Luis Potosi,San Luis Potosi,Mexico,low,none,Chinese,medium,Pacific_Northwest,"If that bug never showed up I would have given a 4 for sure,  on the other side of the wall where this bug was climbing was the kitchen.",
U1106,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Bar,medium,Australian,"For about 10 minutes, we we're waiting for her salad when  realized that it wasn't coming any time soon.",
U1126,P135057,El Herradero Restaurante and Bar,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Cafeteria,medium,German,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see",
U1126,P132830,Rincon Huasteco,,,,low,none,Seafood,medium,Regional,Great food..took the tasting menu and enjoyed  Both veg and non veg meals were great. The desserts were very good.,
U1106,P135028,La Virreina,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,medium,Spanish,The Jamaican mojitos are delicious super.,
U1126,P135040,Restaurant los Compadres,San Luis Potosi,San Luis Potosi,Mexico,high,none,Bar,medium,Persian,Which are small and not worth the price yes.,
U1126,P135106,El Rincn de San Francisco,San Luis Potosi,San Luis Potosi,Mexico,medium,only at bar,Italian,medium,Ethiopian,This is the place where I first had  and it was amazing!!,
U1126,P135052,La Cantina Restaurante,San Luis Potosi,San Luis Potosi,Mexico,high,none,Japanese,medium,Romanian,This wonderful experience made this place a -stop whenever we are in town again.,
U1126,P135041,Luna Cafe,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Cafeteria,medium,Cambodian,If the food isn't bad enough   then enjoy dealing with the world's worst/annoying drunk people.,
U1126,P135038,Restaurant la Chalita,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Contemporary,medium,Pacific_Rim,"Went for the launch party love  interiors and food was great too , i would highly recomend this place.",
U1126,P135054,Restaurante y Pescaderia Tampico,San Luis Potosi,San Luis Potosi,Mexico,high,none,Seafood,medium,Tunisian,"Ordered a double cheeseburger & got a single patty that was falling apart (picture  Yeah, still sucks.",
U1126,P135108,Potzocalli,San Luis Potosi,,,low,none,Cafe-Coffee_Shop,medium,Filipino,Great place to have a couple drinks and  any and all sporting events as the walls are covered with TV's.,
U1044,P134986,Restaurant Las Mananitas,Cuernavaca,Morelos,Mexico,high,none,Cafeteria,low,Dim_Sum,"If it were possible to give them zero stars, they'd have it. worst",
U1124,P135054,Restaurante y Pescaderia Tampico,San Luis Potosi,San Luis Potosi,Mexico,high,none,Bar,medium,Breakfast-Brunch,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet  said ""spicy mayo""...well NONE of the rolls had sauces on them.",
U1044,P132768,Mariscos Tia Licha,Cuernavaca,Morelos,Mexico,medium,not permitted,Bar_Pub_Brewery,low,Contemporary,"I'd say that would be the hardest decision... Honestly, all of M's dishes  how they are supposed to taste (amazing).",
U1124,P135108,Potzocalli,San Luis Potosi,,,low,none,Mexican,low,Greek,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly  loudly known.",
U1124,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,low,Thai,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back  the old ways.",
U1124,P135071,Restaurante la Cantina,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Bar,low,Swiss,"And considering the two of us left there very full  happy for about $20, you just can't go wrong.",
U1124,P135070,Restaurante 75,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Bar_Pub_Brewery,low,Bar,Excellent bakery items especially the almond crossaint always stands out for me. Pricing is steep ,
U1124,P135069,Abondance Restaurante Bar,San Luis Potosi,San Luis Potosi,Mexico,low,none,Mexican,low,Soup,Ashish is a great bartender!!!..great food and cocktails.. ,
U1124,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,American,"Also, the fries are without a doubt the good fries I've ever had.",
U1124,P135057,El Herradero Restaurante and Bar,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Fast_Food,low,Mongolian,Service was exceptional and food was a very good  as all the reviews.,
U1124,P135039,Restaurant de Mariscos de Picon,San Luis Potosi,San Luis Potosi,Mexico,low,section,Bar,low,Cajun-Creole,"A couple of months later, I returned and had an good meal.",
U1124,P135050,Restaurante la Estrella de Dima,Soledad,San Luis Potosi,Mexico,high,none,Mexican,low,Armenian,good place in town for shawarma!,
U1018,P135043,pizza clasica,Soledad,San Luis Potosi,Mexico,medium,none,Mexican,low,Indigenous,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation, wide wine list and wonderful dessert. I recommend to everyone! I would like to come back here again and again.",
U1125,P135043,pizza clasica,Soledad,San Luis Potosi,Mexico,medium,none,Mexican,low,Bar_Pub_Brewery,First time in  and YOU have to go! Its the cutest little spot with amazing food. The  is to die for. IT WAS FIRE!! The service we received was so amazing and we will definitely be back again. They made us feel welcomed and gave us an amazing experienc,
U1125,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,Hawaiian,"Its a great experience. The ambiance is very welcoming and charming. Amazing wines, food and service. Staff are extremely knowledgeable and make great recommendation",
U1125,P135076,Restaurante Pueblo Bonito,San Luis Potosi,San Luis Potosi,Mexico,high,none,Mexican,low,Cafeteria,"This place is great! Atmosphere is chill and cool but the staff is also really friendly. They know what theyre doing and what theyre talking about, and you can tell making the customers happy is their main priority. Food is pretty good, some italian classics and some twists, and for their prices its 100% wor",
U1018,P135082,la Estrella de Dimas,San Luis Potosi,San Luis Potosi,Mexico,medium,none,International,low,Lebanese,Do yourself a favor and visit this lovely restaurant in . The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing  everything we tasted melted in other mouths. Absolutely the best meal we had while in . Highly recommen,
U1125,P135050,Restaurante la Estrella de Dima,Soledad,San Luis Potosi,Mexico,high,none,Vegetarian,low,Chinese,"When we think about celebrations,  is always our first option and it never disappoints. From the starter to the dessert the quality and tastes of everything was outstanding, my , ,  might have been the best meal I have ever been served. Service was delightful and very professional.",
U1125,P135066,Restaurante Guerra,San Luis Potosi,San Luis Potosi,Mexico,high,section,Cafeteria,low,Portuguese,"I have to say, I enjoyed every single bite of the meal in . I had a 3 course meal, with a couple of beers. Considering the quality, the price is reasonable. Ideal for those who want a romantic night out. There was also plenty of room for bigger groups.",
U1125,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,low,Caribbean,Excellent food. Menu is extensive and seasonal to a particularly high standard. Definitely fine dining. It can be expensive but worth it and they do different deals on different nights so its worth checking them out before you book. Highly recommende,
U1119,P134986,Restaurant Las Mananitas,Cuernavaca,Morelos,Mexico,high,none,Mexican,medium,Indonesian,"This is my absolute favorite restaurant in . The food is always fantastic and no matter what I order I am always delighted with my meal! Servers are also great and always efficient, happy and polite. Cant wait to return and wouldnt hesitate to recommend to anyone looking for somewhere to eat in ",
U1119,P135021,Subway,Cuernavaca,Morelos,Mexico,low,not permitted,Bar,medium,Hungarian,"We are so fortunate to have this place just a few minutes drive away from home. Food is stunning, both the tapas and downstairs restaurant. Cocktails wow, wine great and lovely selection of beers. Love this place and will continue to visit.",
U1119,P135001,Vips,Cuernavaca,Morelos,Mexico,medium,none,Chinese,medium,Bakery,"A small local restaurant with great service, food, and overall experience! Definitely a go-to place for  when you are in ! Huge variety of  to choose from & side dishes are delicious as well.",
U1125,P135042,Restaurant Oriental Express,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Chinese,low,Dutch-Belgian,This spot gives extraordinary service and yummy meals. One of my favourite restaurants around town. The meals served rapidly and the rates were reasonable. Highly recommended.,
U1119,P132583,McDonalds Centro,Cuernavaca,Morelos,Mexico,low,not permitted,Mexican,medium,Deli-Sandwiches,"Delicious food, waiters are very attentive, and super nice atmosphere. Plus its all at an affordable pric",
U1125,P135063,Restaurante Alhondiga,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Armenian,low,Kosher,"Amazing experience! If you thought gourmet kitchen will leave you hungry, think again. You should skip several meals before visiting this amazing restaurant. Everything is so tasty, you cannot restraint yourself from having all of the dishes.",
U1119,P132768,Mariscos Tia Licha,Cuernavaca,Morelos,Mexico,medium,not permitted,Mexican,medium,Fine_Dining,"Excellent, unassuming and wonderful find. Great variety and fine value tasting menu. Exciting food with high quality presentation, service and inventiveness. A highlight of . Book to avoid disappointment its really worth i",
U1125,P135060,Restaurante Marisco Sam,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Cafeteria,low,Jamaican,"Phenomenal experience. Top notch food, atmosphere, and wait staff. Have been here multiple times, and every time is an amazing experience all around. I always take my out of town guests here, as the food is always superb. Definitely a lifetime customer!",
U1125,P135038,Restaurant la Chalita,San Luis Potosi,San Luis Potosi,Mexico,medium,section,American,low,Tibetan,"Loved this place. The atmosphere, food and most of thedrinkswere great. The bartenders knew their mixology and it showed in the drinks. Great place to hangout, chill or go out on a dat",
U1125,P135062,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,medium,none,American,low,Latin_American,Stopped in for dinner and had a great meal. Staff was helpful and knowledgeable about the menu offering great recommendations. The atmosphere is cozy and pleasant. The dishes were delicious as were the wine and cocktail recommendations.,
U1018,P135081,El Club,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Vegetarian,low,Southeast_Asian,Outstanding meal here. I had the  and my colleague had the .,
U1018,P135057,El Herradero Restaurante and Bar,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,low,Eastern_European,The staff does an amazing job of describing anything on the menu and the ambiance is very cool. Cant wait to come bac,
U1018,P135066,Restaurante Guerra,San Luis Potosi,San Luis Potosi,Mexico,high,section,International,low,Mexican,This place is elegant with an awesome vibe. I went for breakfast and the food was amazing. The service was speedy and friendly. Their  are absolutely incredible! This lone visit has made this one of my favorite spots within .,
U1018,P135032,Cafeteria y Restaurant El Pacifico,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,low,Burmese,Amaazing food! The whole experience from start to finish is great waitress is always so friendly and kind. The food cant get better and the prices are fair for the portion size. Always a great spot to get great foo,
U1018,P135062,Restaurante El Cielo Potosino,San Luis Potosi,San Luis Potosi,Mexico,medium,none,International,low,California,Legitimately the best restaurant around . Doesnt matter what I get I end up liking it. My partner and I have been eating here for a few years now. They make the  for breakfast and probably the best  Ive ,
U1018,P135025,El Rincon de San Francisco,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Mexican,low,Game,The food at  is exceptional! Very tasty and well prepared and you can chose among many menu options. I love the service at the place and the chef is so friendly with the guests and always takes care to offer the best quality! I highly recommend this place.,
U1018,P135069,Abondance Restaurante Bar,San Luis Potosi,San Luis Potosi,Mexico,low,none,American,low,Italian,"My partner and I visited  and were amazed at not only the quality of food, but also the service. We had the (FB) and  for dessert. This is easily one of, if not the best meal weve ever eaten. I cannot recommend this place enough! Such a warm and welcoming environmen",
U1018,P135108,Potzocalli,San Luis Potosi,,,low,none,International,low,Scandinavian,"Delicious high quality plates, selection of wines and great service.",
U1076,P135039,Restaurant de Mariscos de Picon,San Luis Potosi,San Luis Potosi,Mexico,low,section,International,medium,Chilean,"We tried all their entrees, one of their desserts, and everything was de-li-cious. Highly recommended.",
U1076,P135038,Restaurant la Chalita,San Luis Potosi,San Luis Potosi,Mexico,medium,section,Mexican,medium,Polish,Searching for places to eat in the local area and this place popped up. I dont normally leave reviews but I feel compelled as the food was absolutely exquisite. The  may be the best dessert Ive ever had! Just annoyed I had to share,
U1076,P135027,Restaurant Orizatlan,San Luis Potosi,San Luis Potosi,Mexico,medium,none,Italian,medium,North_African,"Absolutely amazing place to eat, we will be making a reservation for our next visit in ! 10 of 10 for every single aspect of this meal, and this is coming from people who know and love great food!",
U1076,P135042,Restaurant Oriental Express,San Luis Potosi,San Luis Potosi,Mexico,medium,none,International,medium,Asian,Absolutely amazing! The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price. Its definitely not like other expensive restaurants and you only get a small amount of food. I am definitely going bac,
U1022,P135040,Restaurant los Compadres,San Luis Potosi,San Luis Potosi,Mexico,high,none,Family,medium,Vietnamese,The menus options are an excellent value. The dining experience overall is very pleasant. I highly recommend this restaurant.,
U1076,P135073,Restaurante Bar El Gallinero,San Luis Potosi,San Luis Potosi,Mexico,high,section,Mexican,medium,Barbecue,"Everything about this restaurant was great. The place was clean and smelled good. The staff and greeter was very nice. Our waiter was awesome, the staff also worked as a team in bringing and cleaning up our food. The food was fresh and awesome. Then we also had dessert and that was really good as well. Great atmosphere with really nice people.",
